id,shpcountry,rcvcountry
Mar de la Luna Oceanography,Sol y Oceana,Oceanus
Limited Liability Company Plc,Lumindoria,Oceanus
Greek ermen GmbH & Co. KG Services,Marebak,Patacoral
-8737,NA,Oceanus
Wave Warriors S.A. de C.V. Express,Lumindoria,NA
Coral Kingdom AG Express,Vesperanda,Oceanus
-7335,NA,Oceanus
-2729,NA,Oceanus
-15365,NA,Oceanus
Barco de Plata Limited Liability Company Industrial,Alverossia,Oceanus
Pao gan BV Transportation,Morolaria,Oceanus
Lake Victoria Nile    Company Carriers,Marebak,Oceanus
Black Sea Sprat Company,Kondanovia,Oceanus
Jharkhand s GmbH & Co. KG Logistics,Merigrad,Oceanus
Estrella del Mar Plc,Rio Isla,Oceanus
-4008,NA,Oceanus
Delhi   SRL Marine ecology,Isla Solmar,Sol y Oceana
Maghreb   Wakame Ltd Distribution,Riodelsol,Oceanus
James - S.A. de C.V. and Son's,Vientoro,Oceanus
Cape of Good Hope   Corp,Lumindoria,Oceanus
Rajasthan  Tidal flat Incorporated Import,Nalakond,Oceanus
Jammu & Kashmir  Plc,Marebak,Oceanus
SeaSplash NV Marine ecology,Marebak,Coralmarica
-18420,NA,Oceanus
Ancla del Este Company Shipyard,Icarnia,Oceanus
-12461,NA,Oceanus
Lake Nakuru  Wakame S.A. de C.V. Solutions,Zawalinda,Sol y Oceana
ReefR estaurant S.p.A. Marine sanctuary,Marebak,Utoporiana
-3069,NA,Oceanus
Lake Victoria Nile    LLC Transportation,Coralmarica,Oceanus
Anthony Pelican Corporation Export,Lumaland,Oceanus
Lake Victoria Nile    Oyj Express,Marebak,Oceanus
Donald Sp & Son's,Merigrad,Oceanus
Black Sea Anchovy GmbH & Co. KG Import,Zawalinda,Oceanus
Barco de Plata Plc,Kondanovia,Oceanus
-6587,NA,Oceanus
Senegal River  Consultants Deep-sea,Kondanovia,Oceanus
7 Buoy Plc Distribution,Alverossia,Marebak
hǎi zhé S.p.A. Distribution,Marebak,Oceanus
Ocean Oasis Inc United,Marebak,Oceanus
Tangier Coast  Limited Liability Company,Coralada,Oceanus
Playa de la Luna S.A. de C.V.,Puerto Sol,Utoporiana
-1731,NA,Oceanus
Mar del Paraíso Corp,Puerto del Mar,Oceanus
Yu lou  Incorporated Holdings,Brindivaria,Oceanus
-1743,NA,Oceanus
-5683,NA,Oceanus
Black Sea Carp Seagull,Puerto del Mar,NA
Beach Bums A/S Marine ecology,Marebak,NA
Mar y Viento Incorporated,Marebak,Oceanus
Thoho Tide SE Transit,Vesperanda,Oceanus
Danish Lobster Co Marine conservation,Islavaria,Oceanus
Selous Game Reserve  GmbH Express,Marebak,Oceanus
Lake Rukwa  Sp Marine biology,Kuzima,Coralmarica
Bahía del Sol OJSC Logistics,Korvelonia,Oceanus
Blue Ridge   Corporation International,Marebak,Oceanus
Orange River Mouth   Corp,Helixia,Utoporiana
Deep Sea Divers AS Transport,Mawazam,Oceanus
Greek Sea Bass Ges.m.b.H.,Alverossia,Oceanus
Sea Spray Ltd. Liability Co Marine,Talandria,Oceanus
Himachal Pradesh   Cruise ship Inc Investment,Coralada,Oceanus
Playa Azul Co Cargo,Rio Isla,NA
FinFresh Current Ltd. Liability Co Holdings,Utoporiana,Oceanus
Chituku Seabass LLC Delivery,Sol y Oceana,NA
Anthony S.A. de C.V. Distribution,Alverossia,Oceanus
-15473,NA,Oceanus
-3703,NA,Oceanus
-1795,NA,Oceanus
Ancla del Este Co,Lumindoria,Oceanus
-16814,NA,Oceanus
Luangwa River   & N.V. Worldwide,Playa Solis,Oceanus
Perla del Mar Ltd,Riodelsol,Sol y Oceana
River Gambia  AB Solutions,Nalakond,Oceanus
Baltic Salmon AS Transportation,Oceanus,Oceanus
Madhya Pradesh   Limited Liability Company Merchants,Oceanus,Oceanus
Kariba Dam   GmbH ship,Marebak,Oceanus
Shipping S.A. de C.V.,Kondanovia,Oceanus
-5405,NA,Oceanus
Dry Creek GmbH & Co. KG Express,Puerto Sol,Oceanus
Ocean Observers Hull NV Marine,Vesperanda,Oceanus
Perla del Mar Incorporated Transportation,Marebak,NA
bǐ mù yú Oyj Import,Rio Isla,Oceanus
Lake Manyara   SE Transport,Oceanus,Oceanus
Zambezi Escarpment  AB Delivery,Merigrad,Coralmarica
-15653,NA,Oceanus
Water Wonders Co Brothers,Marebak,Oceanus
Karnataka s Limited Liability Company Ferry,Rio Isla,Rio Isla
Iphimedeia Fish  Incorporated Delivery,Ariuzima,Oceanus
Niger River   S.A. de C.V. Cargo,Marebak,Oceanus
Fisherman's Pride Incorporated Transport,Isliandor,Oceanus
Fresh Incorporated Marine sanctuary,Marebak,NA
-15651,NA,Oceanus
Saltwater Solitude Ltd. Corporation Solutions,Rio Isla,Oceanus
Barents Sea  GmbH Holdings,Talandria,Talandria
Diàoyú Ltd. Liability Co,Merigrad,Merigrad
Playa del Sol SRL Seal,Oceanus,Coralmarica
Rift Valley fishery Bonito,Uziland,Oceanus
-4639,NA,Oceanus
Isla del Este Kga,Merigrad,Oceanus
WaveWorx Marine ecology CJSC Cargo,Caenoria,Oceanus
Tamil Nadu s SE,Nalakond,Oceanus
Express S.A. de C.V.,Marebak,Oceanus
Yu lou  N.V. Worldwide,Oceanus,Oceanus
Mar del Norte BV Shipping,Vesperanda,Oceanus
Arena del Mar S.A. de C.V. Marine life,Kondanovia,NA
Faroe Islands Crab AS Consulting,Gavanovia,Coralmarica
Ancla del Este Ltd. Liability Co,Kondanovia,Oceanus
Uttarakhand  Market Corporation Transport,Marebak,Oceanus
Delhi   Ltd. Corporation Brothers,Icarnia,Oceanus
-18234,NA,Oceanus
Lake Victoria Catch  Kga,Anderia del Mar,Oceanus
Playa de Coral Ltd. Corporation,Riodelsol,Oceanus
Ola Azul Anchor OJSC Marine ecology,Coralmarica,Oceanus
James Inc Marine biology,Osterivaria,Oceanus
Jammu & Kashmir  GmbH,Rio Solovia,Oceanus
Caracola del Mar GmbH,Puerto Sol,Oceanus
Neva  S.A. de C.V.,Puerto Sol,Oceanus
Dry Creek Corp Overseas,Oceanus,Oceanus
Dry Creek A/S Marine ecology,Nalakond,Sol y Oceana
Rajasthan  S.p.A. Marine life,Marebak,Marebak
Haikou S.A. de C.V.,Coralmarica,Oceanus
Italian Sardines OJSC Transit,Nalakond,Brindivaria
North Atlantic  Ltd. Corporation,Utoporiana,Oceanus
Jammu & Kashmir Sea  Kga Holdings,Kethilim,Oceanus
Limpopo River  Inc Tom yum,Icarnia,Oceanus
-5468,NA,Oceanus
Gulf of Tadjoura  SRL Transport,Zawalinda,Oceanus
Aqua Anchor Co Import,Coralmarica,Coralmarica
Estrella de la Costa Co Seabreeze,NA,Oceanus
Costa del Sol AG,Marebak,NA
Saltwater Seekers S.p.A. Snapper,Isliandor,Oceanus
Bujagali Falls  Oyj Marine,Alverossia,NA
-12807,NA,Oceanus
-11871,NA,Oceanus
-3691,NA,Oceanus
Big Sulphur  BV Investment,Isliandor,Coralmarica
Tamil Nadu  Market NV,Kondanovia,Oceanus
Arunachal Pradesh s A/S,Icarnia,NA
-20142,NA,Oceanus
Mar de Plata N.V. Brothers,Coralmarica,Coralmarica
United S.A. de C.V.,Nalakond,NA
Henties Bay  Corporation Express,Marebak,Oceanus
Southeast Ltd. Liability Co,Vesperanda,Oceanus
Marine Adventures Kga and Son's,Alverossia,Oceanus
Mar de Cristalino Sp,Marebak,Oceanus
Barco de Plata Cargo,Osterivaro,NA
Ethiopian Highlands  Incorporated Marine biology,Osterivaria,NA
Beach Breakers Sea spray,Rio Isla,Oceanus
SilverFin S.A. de C.V.,Isliandor,Oceanus
nián yú Inc Transit,Coralmarica,Coralmarica
Tiao piao  Ltd. Corporation & Son's,Marebak,NA
Estrella del Sol Barracuda,Coral Solis,Oceanus
Vleikurper Ltd. Liability Co Shipping,Polarisdom,Oceanus
Yu wo  AS Marine life,Marebak,Oceanus
Mar y Luna S.A. de C.V.,Marebak,NA
Bahía de Coral Corp Express,Marebak,Oceanus
Brisa Marina OJSC Freight ,Kethilim,Oceanus
Guinea Gulf  Navigation AG Industrial,Kethilim,Oceanus
Brisa del Mar SE,Coral Solis,Oceanus
-18723,NA,Oceanus
Mar de Cielo LC,Marebak,Afarisburg
Norwegian Fjord  Sp Transit,Marebak,NA
shí rén yú Solutions,Marebak,Coralmarica
Nagaland Sea  Marine life,Marebak,Oceanus
Mar de Cristal S.A. de C.V.,Coral Solis,Isliandor
-20258,NA,Oceanus
SeaBass &  S.A. de C.V.,Marebak,Marebak
Nile Crocodile  Corporation Express,Puerto Sol,Oceanus
Madhya Ltd. Liability Co,Coral Solis,Oceanus
Baltic Sprat Export Eel,Khamseena,Oceanus
Atlas Mountains  AS Shipping,Puerto Sol,Oceanus
Bahía de Plata Plc,Isliandor,Oceanus
Playa del Tesoro Ges.m.b.H.,Marebak,Oceanus
-4343,NA,Oceanus
Fin Addiction Surf Sagl Transportation,Marebak,Oceanus
Bahía del Sol A/S Export,Marebak,Oceanus
Arena del Sol Sp Solutions,Marebak,NA
Orange River Mouth   Limited Liability Company Marine ecology,Lumindoria,NA
Náutica del Sol AS Line,Islavaria,Coralmarica
Oranjestad GmbH & Co. KG,Merigrad,Oceanus
Water Wonders Incorporated and Son's,Marebak,Oceanus
-3071,NA,Oceanus
Coral Reef A/S Shoal,Marebak,NA
Calder Oyj & Son's,Puerto Sol,Oceanus
The Salted Pearl Otter,Solovarossa,NA
-3070,NA,Oceanus
Transport Limited Liability Company,Galduzim,Oceanus
Danish Plaice Ltd. Liability Co Shipping,Galdara,Oceanus
Ob River AG Services,NA,Oceanus
Bahía de Plata Marine sanctuary,Isliandor,NA
-3072,NA,Oceanus
Barents Sea Cod Corporation Family,Vesperanda,Islavaragon
Niger River   S.p.A. & Son's,Marebak,Oceanus
Black Sea Tuna S.A. de C.V. Logistics,Marebak,NA
Bu yu wang LC Freight ,Quornova,Coralmarica
-8735,NA,Oceanus
-18292,NA,Oceanus
Gujarat ers Co Consulting,Mawazam,Oceanus
Caracola del Este Breakwater,Khamseena,Khamseena
-18168,NA,Oceanus
BlueWater Bistro Ltd. Corporation Transportation,Alverossia,Sol y Oceana
-8256,NA,Oceanus
Savaneta Oyster  Pic Solutions,Isliandor,Oceanus
Coral Cove Oyj and Son's,Gavanovia,Oceanus
The Salty Pearl SE,Puerto del Mar,NA
PacificPlates Compass Plc Import,Utoporiana,NA
-13591,NA,Oceanus
Bay of Bengal's Sagl Carriers,Puerto Sol,NA
Thoho S.A. de C.V.,Arreciviento,Oceanus
Turkish  Limited Liability Company,Marebak,NA
Yu wo  Ltd Shipping,NA,Oceanus
Costa de la Felicidad GmbH,Rio Isla,Oceanus
-11622,NA,Oceanus
Coastal Crusaders Ges.m.b.H. Marine ecology,NA,Oceanus
Mar del Caribe S.p.A. &,Solovarossa,NA
-13259,NA,Oceanus
Playa de Oro Sashimi,Merigrad,Nalakond
Adriatic Tuna Ltd. Liability Co,Merigrad,Oceanus
Wave Riders SE Jetty,Marebak,Oceanus
Faroe Islands  Company World,Zawalinda,Coralmarica
Limpopo River  Ltd. Liability Co,Marebak,Oceanus
Isla Azul Kga Transportation,Marebak,NA
Yu gou  SRL Ocean,Brindivaria,Sol y Oceana
-9105,NA,Oceanus
-12945,NA,Oceanus
Niger Bend   Herring Incorporated Industrial,Anderia del Mar,Oceanus
OceanKing s N.V. United,Sol y Oceana,Mawandia
Playa del Cielo Co,Rio Isla,Oceanus
SeaBass &  Captain Ltd. Corporation and Son's,Icarnia,NA
Volga River Oyj Marine ecology,Nalakond,Oceanus
-765,NA,Oceanus
Lake Manyara   Oyj Marine,Sol y Oceana,Sol y Oceana
-1806,NA,Oceanus
SeaSplash GmbH & Co. KG Freight ,Marebak,Coralmarica
Black Sea Anchovy A/S Tidal,Mawazam,NA
Dutch Eel Ges.m.b.H. Marine conservation,Utoporiana,Oceanus
Yu gou  Plc Worldwide,Sol y Oceana,Oceanus
Zanzibar Archipelago   Herring AB Marine life,Marebak,NA
Caracola del Este AB,Talandria,Oceanus
Estrella del Sol ОАО,Oceanus,Oceanus
The Salty Dog NV,Zawalinda,Sol y Oceana
Okavango River  Ltd. Liability Co,Puerto del Mar,Coralmarica
Lake Kivu   S.A. de C.V.,Solovarossa,Oceanus
Stichting Seafood LC Logistics,Brindivaria,Shingrande
Oceanfront Oases Kga International,Alverossia,Oceanus
-18479,NA,Oceanus
AquaFresh Foods OJSC Carriers,Brindivaria,Oceanus
Green Valley LLC Carriers,Merigrad,Thessalandia
Greek Sea Bream Cruise ship,Sirenareef,Sirenareef
Senegal Coast  Incorporated Transport,Marebak,Coralmarica
Norwegian King Crab GmbH & Co. KG,Merigrad,Oceanus
PacificPlates Limited Liability Company,Oceanus,Oceanus
Arunachal Pradesh s Aquamarine LLC Export,Marebak,Brindivaria
-8097,NA,Oceanus
-20156,NA,Oceanus
Mar del Norte Ltd. Liability Co,Marebak,Marebak
Stichting Inc Marine biology,Calabrix,Oceanus
Balkan Pike Ltd. Corporation,Nalakond,Oceanus
-3952,NA,Oceanus
-2230,NA,Oceanus
Balkan Anchovy LC Holdings,Puerto Sol,Kondarica
Aqua Gourmet SRL Forwading,Marebak,Oceanus
Balkan  America CJSC Services,Nalakond,Oceanus
Green Valley Aquatic BV Shipping,Sol y Oceana,Kondarama
Turkish Sword Limited Liability Company,Icarnia,Oceanus
Seaside Sojourns Sea spray,Marebak,Oceanus
Balkan  Tsunami AG Consultants,Alverossia,Oceanus
Congo Rapids   ОАО Logistics,Lumindoria,Puerto Sol
Mediterranean s AG Distribution,Vesperanda,Oceanus
lú yú Limited Liability Company,Marebak,Oceanus
qīng yú AS Transit,Marebak,Oceanus
Gulf of Guinea   GmbH Delivery,Coralmarica,Morolaria
Wave Watchers Brine N.V. Express,Marebak,Marebak
Mar de la Luna Ltd. Corporation Worldwide,Kondarama,Oceanus
Atlántico Sur AG Transport,Kondanovia,Oceanus
Lake Edward  Leska Inc Carriers,Icarnia,Coralmarica
Mar del Este SE Marine conservation,Coralmarica,Coralmarica
Casablanca Coast  Motorboat AG Export,Alverossia,Talandria
Barco de Plata CJSC,Marebak,NA
Saltwater Sirens Sagl Freight ,Coralmarica,Oceanus
Brisa del Este GmbH,Marebak,NA
OOO Snapper Sp Holdings,Merigrad,Oceanus
Uttarakhand  Market Rybachit AB Solutions,Marebak,Oceanus
Rufiji Delta  LC Enterprises,Oceanus,Oceanus
Asiotr S.A. de C.V. Chart,Mawazam,NA
Mar de la Costa LLC Transport,Utoporiana,Oceanus
Océano del Este NV Family,Coralmarica,Oceanus
-6851,NA,Oceanus
Makumba Limited Liability Company Express,Alverossia,Oceanus
-2434,NA,Oceanus
Deep Blue NV Enterprises,Rio Isla,Oceanus
Mediterranean s SE Brothers,Gavanovia,NA
Luangwa River   Co Marine,Isliandor,Coralmarica
Greek ermen Marine conservation,Kondanovia,Oceanus
Mar de Cristal AS,Rio Isla,Rio Isla
SilverStream Ltd Marine conservation,Oceanus,Coralmarica
Mar de la Luz LLC,Utoporiana,NA
Karnataka  Market Industrial Tide,Marebak,NA
-2414,NA,Oceanus
-2410,NA,Oceanus
Mar del Paraíso Limited Liability Company Delivery,Islavaria,Oceanus
Océano de Coral GmbH & Co. KG,Marebak,NA
Adriatic Mackerel LC Brothers,Isliandor,NA
Vlei-tilapia A/S Marine life,Islavaria,Coralmarica
The Salty Dog LC Marine,Khamseena,Mawandia
-9294,NA,Oceanus
Tangier Coast  Caviar CJSC Overseas,Riodelsol,Oceanus
Monarch Limited Liability Company Marine life,Isliandor,Oceanus
Italian Sword GmbH Marine sanctuary,Nalakond,Oceanus
Gulf of Guinea   Plc,Marebak,Coralmarica
-5171,NA,Oceanus
-3932,NA,Oceanus
Sailors and Surfers ОАО,Merigrad,Oceanus
Tamil Nadu  Market Compass Co Marine biology,Puerto del Mar,Oceanus
Dutch Herring Ltd. Corporation Forwading,Osterivaria,Polarisdom
Haryana Sea  Ltd. Corporation Line,Marebak,NA
Coastal Castaway Pic Line,Marebak,Oceanus
Turkish Mussels Dashi Corp Consultants,Utoporiana,Oceanus
Seaside Strolls Ltd. Corporation Transit,Alverossia,Oceanus
-11457,NA,Oceanus
-3693,NA,Oceanus
-8565,NA,Oceanus
-1225,NA,Oceanus
-6249,NA,Oceanus
Albertine Rift  GmbH & Co. KG Delivery,Lumindoria,Oceanus
-7340,NA,Oceanus
Gambia River   AG Tsunami,Oceanus,Rio Isla
-9973,NA,Oceanus
Lake Chad  Co Consultants,Thessalandia,Oceanus
Portuguese Octopus Barracuda ОАО Enterprises,Lumindoria,Oceanus
-1720,NA,Oceanus
Rajasthan  Market GmbH & Co. KG Worldwide,Thessalandia,Oceanus
Mar de Cielo AG,Merigrad,Coralmarica
SaltwaterSupplies Company Marine life,NA,Oceanus
shí rén yú GmbH & Co. KG,Oceanus,Oceanus
-5454,NA,Oceanus
Icelandic Oysters S.A. de C.V.,Oceanus,Oceanus
-1421,NA,Oceanus
-7375,NA,Oceanus
-11731,NA,Oceanus
Mar del Norte AG,Marebak,Oceanus
-2226,NA,Oceanus
-3989,NA,Oceanus
Madhya Pradesh   Ltd. Liability Co,Marebak,Coralmarica
-2219,NA,Oceanus
-9016,NA,Oceanus
Joseph GmbH & Co. KG,Marebak,Alverossia
Zambezi Rapids  S.A. de C.V.,Nalakond,Oceanus
Jammu & Kashmir Sea  Sea spray,NA,Oceanus
-2412,NA,Oceanus
Bihar   SRL Marine sanctuary,Puerto Sol,Oceanus
Northeast Kga Sea spray,Alverossia,Oceanus
Danish Plaice CJSC Export,Coralmarica,Oceanus
Shou gan  S.A. de C.V.,Merigrad,Oceanus
Tales S.A. de C.V.,Kondanovia,Oceanus
West Bengal  Cargo Seafarer,Riodelsol,Coralmarica
-20146,NA,Oceanus
Carriers S.A. de C.V.,Marebak,Oceanus
-19494,NA,Oceanus
Playa de Coral Marine life Corporation Services,Osterivaria,Oceanus
Lake Victoria Nile    Bonito,Kondanovia,Oceanus
-19238,NA,Oceanus
Blue Ridge   Ges.m.b.H. Shipping,Nalaloria,Oceanus
Mar del Paraíso Shipyard,Marebak,Marebak
-16480,NA,Oceanus
-3080,NA,Oceanus
Portuguese Octopus GmbH & Co. KG Transit,Nalakond,Oceanus
SwimFins S.A. de C.V.,Marebak,Marifada
Lake Tana  Ltd. Corporation,Marebak,Oceanus
-2021,NA,Oceanus
Coral Reef Co Carriers,Puerto Sol,Oceanus
-8848,NA,Oceanus
-4309,NA,Oceanus
-15798,NA,Oceanus
-5680,NA,Oceanus
Estrella de la Costa Pic,Coralmarica,Oceanus
Kagera River   SE Solutions,Icarnia,Oceanus
Zambezi Valley  ОАО Transport,Coralmarica,Patacoral
Sailors and Surfers AB Export,Coralmarica,Oceanus
bái suō wěn lú Sea A/S Line,Lumindoria,Oceanus
-10340,NA,Oceanus
-5694,NA,Oceanus
Blue Horizon Ges.m.b.H. Transport,Nalakond,Oceanus
Mar del Norte LLC,Isliandor,Oceanus
Belgian Shrimps Corp United,Lumindoria,Sol y Oceana
Mar de la Costa AS Cargo,Kondanovia,Kondanovia
-14772,NA,Oceanus
-18204,NA,Oceanus
-6982,NA,Oceanus
-5151,NA,Oceanus
-21761,NA,Oceanus
Balkan Pike Ges.m.b.H. Cargo,Icarnia,Oceanus
Edward Incorporated Marine life,Faraluna,Oceanus
Dutch Bill  AG Marine life,Talandria,Oceanus
-18397,NA,Oceanus
Bahía del Este GmbH Forwading,Kondanovia,NA
Mar y Viento Co Marine conservation,Nalakond,Oceanus
Bahía Azul Marine sanctuary,Coral Solis,Oceanus
-5188,NA,Oceanus
-9023,NA,Oceanus
-10018,NA,Oceanus
ReefRider Foods CJSC Marine sanctuary,Oceanus,Oceanus
-8093,NA,Oceanus
Coral Cove Marine mist LC Export,Arreciviento,Oceanus
Danish  Tuna Ltd Logistics,Korvelonia,Oceanus
Rajasthan  Market Ltd Consulting,Marebak,Nordica Bay
Yu wo  AB Marine life,Kondanovia,Oceanus
-2423,NA,Oceanus
Shanxi Krill SRL Investment,Oceanus,Icarnia
-12302,NA,Oceanus
-1671,NA,Oceanus
Amerigo Incorporated Marine ecology,Marebak,Oceanus
-10270,NA,Oceanus
Saharan Oasis  AS Marine,Utoporiana,Utoporiana
Ancla del Este A/S,Faraluna,Oceanus
Playa del Mar Transportation,Sol y Oceana,Sol y Oceana
Surf's Up  LLC Transportation,Gavanovia,Gavanovia
Tide Turners GmbH Transport,Zimawand,Oceanus
-4261,NA,Oceanus
The Sea Turtle AB,Kethilim,Oceanus
Caracola Marina LC Forwading,Lumindoria,Marifada
Náutica del Mar Sagl,Zawalinda,Oceanus
-4024,NA,Oceanus
Zambezi Rapids  Brine Sp Transport,Marebak,NA
Bihar   GmbH & Co. KG Shipping,Brindisola,Oceanus
Estrella del Mar Ferry AB Marine conservation,Marebak,Oceanus
-11453,NA,Oceanus
Oceanic Oracle Coast Corp Forwading,Arreciviento,Oceanus
-4731,NA,Oceanus
Benguela Current   SE Catfish,Sol y Oceana,Sol y Oceana
-5155,NA,Oceanus
Ocean Quest Line _,Marebak,Oceanus
Oceanic Opportunities Sagl Marine sanctuary,Nalakond,Oceanus
-17541,NA,Oceanus
Mar de Estrellas A/S Enterprises,Puerto Sol,Oceanus
Mar de Cielo NV,Lumaland,Oceanus
Black Sea Tuna Whale,Korvelonia,Sol y Oceana
Bay of Bengal's Freight  Flotsam,Brindisola,Brindisola
-17576,NA,Oceanus
-9,Azurionix,Oceanus
LLC S.A. de C.V.,Osterivella,Sol y Oceana
-8082,NA,Oceanus
Sikkim   Oyj and Son's,Puerto Sol,Oceanus
Ancla de Oro Corporation,Oceanus,Oceanus
Water World S.A. de C.V. Cargo,Marifada,Oceanus
zūn yú Limited Liability Company,Islavaria,Utoporiana
Leucosia S.A. de C.V.,Marebak,Oceanus
Ola del Este Pic,Osterivaria,Oceanus
-10242,NA,Oceanus
Greek Sea Bass Ltd. Corporation,Icarnia,Oceanus
Perla del Mar Sp,Vesperanda,Oceanus
Kerala s OJSC Transit,Marebak,NA
Irish Scallop Ltd Transit,Marebak,Oceanus
Mar de la Felicidad SE,Mawandia,Oceanus
-2435,NA,Oceanus
-13140,NA,Oceanus
Karnataka s Sagl Consultants,Marebak,Oceanus
-13568,NA,Oceanus
Yu er he  Ltd. Corporation Marine life,Utoporiana,Oceanus
Madagascar Coast  Coral N.V. Transport,Marebak,Oceanus
Hook Oceanography BV Logistics,Marebak,NA
5 ship Limited Liability Company Express,Marebak,NA
Mar de Cristalino Incorporated,Merigrad,Oceanus
Mar de Cristalino Inc & Son's,Marebak,Oceanus
Mar del Golfo Sagl Shipping,Coralmarica,Coralmarica
-9273,NA,Oceanus
-7308,NA,Oceanus
Haikou Fish S.A. de C.V. and Son's,Marebak,Oceanus
Ancla de Oro Ges.m.b.H. Cargo,Marebak,NA
Tana River  Co Consulting,Alverossia,Coralmarica
Andhra Pradesh   Ltd. Corporation,Utoporiana,NA
-6686,NA,Oceanus
Ningxia S.p.A. Marine sanctuary,Marebak,NA
Oceanfront Oases Marine mist AG Brothers,Marebak,Oceanus
-5461,NA,Oceanus
Serengeti  Inc. OJSC Cargo,Vesperanda,Coralmarica
Portuguese Sea Bass Kga Cargo,Jiraputra,Oceanus
Arena del Mar N.V. Coral Reef,Rio Isla,Oceanus
Sea Striders GmbH Industrial,Coralmarica,Oceanus
Coral Kingdom A/S Logistics,Marebak,Oceanus
-18839,NA,Oceanus
-13498,NA,Oceanus
Scottish Oysters Import Buoy,Merigrad,Oceanus
-1395,NA,Oceanus
Orange River Mouth   GmbH & Co. KG Export,Marebak,Oceanus
páng xiè AS Family,Isla Delmar,Coralmarica
Marine Mates Pic Delivery,Marebak,NA
hǎi dǎn Estuary Kga Transport,Rio Isla,Oceanus
Mar del Golfo Company,Coralmarica,Coralmarica
The Sea Lion OJSC,Icarnia,Coralmarica
Uttar Pradesh s Sp Freight ,Nalakond,Luminkind
1 and Sagl Forwading,Kondanovia,Oceanus
Irish Trout Co Marine ecology,Marebak,NA
Mar del Golfo Marine conservation,Marebak,Icarnia
-19819,NA,Oceanus
Scottish Oysters Corporation Solutions,Marebak,NA
-5462,NA,Oceanus
Oceanic Oceans GmbH & Co. KG,Alverossia,Oceanus
Mount Kenya  SE &,Merigrad,Oceanus
Ianira Compass Oyj Investment,Marebak,Zimawand
Olas del Sur Sagl,Riodelsol,Oceanus
Ocean Observers Dockyard BV Shipping,Calabrand,Oceanus
Barents Sea Cod Corp Brothers,Sol y Oceana,Shingrande
Khundu Ltd. Corporation Line,Faraluna,Oceanus
Arena del Sol Ltd. Liability Co Shipping,Alverossia,Oceanus
-7714,NA,Oceanus
Barents Sea Shrimp AB Seafaring,Marebak,Oceanus
OceanFront Delights GmbH & Co. KG Worldwide,Marebak,Oceanus
AquaFresh Foods Deep-sea SRL Shipping,Nalakond,Nalakond
Brisa del Mar Cargo ship OJSC & Son's,Vesperanda,Oceanus
SeaSplash Foods Company Brine,Coralmarica,Coralmarica
-14159,NA,Oceanus
Bu yu wang Sp,Oceanus,Rio Isla
Cameroon Estuary  A/S Forwading,Mawandia,Oceanus
Sea Striders Ltd. Liability Co Freight ,Coralmarica,Oceanus
-5423,NA,Oceanus
Turkish Mussels BV Investment,Marebak,Oceanus
Rift Valley fishery Estuary Plc and Son's,Coralmarica,Oceanus
-6903,NA,Oceanus
Costa de la Felicidad AS,Isliandor,Oceanus
Kerala s Oyj Brothers,Alverossia,Oceanus
Diao yu bi sai  Regatta,Marebak,NA
BlueWater Bistro Underwater OJSC Marine,Osterivaria,Oceanus
Gulf of Guinea   BV,Riodelsol,Marifada
CoralCrest Mussel Pic Shipping,Nalakond,Oceanus
OceanKing s Salt spray,Coralmarica,Oceanus
Madhya Pradesh  Market CJSC Submarine,Marebak,Oceanus
Mar de Cristalino Trout Ltd. Corporation Marine ecology,Marebak,Oceanus
Aguamarina Limited Liability Company International,Nalakond,Oceanus
Costa de Coral N.V.,Merigrad,Oceanus
Mar de Sirenas N.V. Anchor,Vesperanda,Oceanus
Sea Striders Swordfish Pic Freight ,Oceanus,Oceanus
Baltic Sprat Oyj Anchor,NA,Oceanus
shí rén yú Incorporated Shipping,Marebak,Coralmarica
French Sole LLC Solutions,Icarnia,Oceanus
-9094,NA,Oceanus
Atlantic Ocean Coast  GmbH,Oceanus,NA
Nautical Navigators S.A. de C.V. & Son's,Zawalinda,Coralmarica
Costa de la Felicidad Transport,Zawalinda,Zawalinda
West Bengal  AB Delivery,Kondanovia,Oceanus
Tamil Nadu  Market Cargo,Utoporiana,Helixia
Ola del Mar Sagl Forwading,Puerto Sol,Oceanus
